sites,study_id,reference,doi_link,google_drive_link,data_quality,data_quality_explanation,data_stripped,sum_total_richness,sum_total_abundance,biodiversity_metrics,method,taxa,continent,country,treatment,season,forest_type,elevation,canopy_height,latitude,longitude,study_start_date,study_end_date,driver_of_stratification,other_data_of_interest,additional_notes,...28,linking_id,binomial_test_data,biodiversity_metric_value,biodiversity_metric,biodiversity_metric_specific,var_biodiversity_metric,var_biodiversity_metric_unit,biodiversity_metric_corrected,correction_performed,subsequent_correction,correction_performed_on_data_in_table,proportion,statistic_standard_deviation,min_strata_height,max_strata_height,mean_strata_height,strata_category,direction_of_response,statistic_type,statistic_value,p_value,statistic_notes,compared_height_1,compared_height_2,temporal_effort_at_each_height,temporal_effort_unit,metric_effort,corrected_metric,spatial_effort,spatial_effort_unit,notes
1,Colquhoun_1943,"Colquhoun, M. K., & Morley, A. (1943). Vertical zonation in woodland bird communities. The Journal of Animal Ecology, 75-81.",NA,https://drive.google.com/file/d/1b1qcvoVfJRbhBB0AKUt2iIf_YouTFqPk/view?usp=sharing,1,NA,Yes,NA,NA,"Abundance, Richness - 5 categories of height",Point counts,Birds,NA,England,Unlogged,Winter,Oak Woodland,110.0,20,51.718,-1.2611,15281.0,15373.0,"Food resources, guild specific behaviours","Species specific data, zone preference data",NA,NA,1,NA,10,richness,observed,NA,NA,N,NA,NA,NA,NA,NA,0.575,1,NA,upper canopy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,forest site,"Does not include species with few data for species richness, but does include for abundance"
1,Fitzgerald_1989,"Fitzgerald, B. M., Robertson, H. A., & Whitaker, A. H. (1989). Vertical distribution of birds mist-netted in a mixed lowland forest in New Zealand. Notornis, 36(4), 311-321.",NA -PAGE 311,http://notornis.osnz.org.nz/system/files/Notornis_36_4.pdf,3,3 - Data as an index and individually split with weird axis,No,NA,NA,"Abundance, Richness - 6 categories of height",NA,Birds,NA,New Zealand,Unlogged,Winter,Temperate hardwood forest,130.0,20,-41.35,174.966667,25355.0,27987.0,"Forest structure, food sources, foliage density","Species specific data, seasonal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Ford_1986,"Ford, H. A., Noske, S., & Bridges, L. (1986). Foraging of birds in eucalypt woodland in north-eastern New South Wales. Emu, 86(3), 168-179.",NA,https://drive.google.com/file/d/1HDSgEqqcfZl8Xb4vcrDAddasEzZjOShZ/view?usp=sharing,2,2 - Data needs combination between Table I (for n) and Table V,Yes,NA,NA,"Abundance, Richness - 6 categories of height",NA,Birds,NA,Australia,Unlogged,Sampling combined across the year,Eucalyptus forest,900.0,20,-30.583333,151.733333,29587.0,30010.0,Distribution of feeding habitats/resources - paper is based on foraging,"Guild, body weight, species specific, niche bredth","Excludes rare species, data is on foraging height",NA,1,NA,29,richness,observed,NA,NA,N,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,equal - unknown,NA,NA,NA,1.0,forest site,Doesnt include rare species
1,Ford_1986,"Ford, H. A., Noske, S., & Bridges, L. (1986). Foraging of birds in eucalypt woodland in north-eastern New South Wales. Emu, 86(3), 168-179.",NA,https://drive.google.com/file/d/1HDSgEqqcfZl8Xb4vcrDAddasEzZjOShZ/view?usp=sharing,2,2 - Data needs combination between Table I (for n) and Table V,Yes,NA,NA,"Abundance, Richness - 6 categories of height",NA,Birds,NA,Australia,Unlogged,Sampling combined across the year,Eucalyptus forest,900.0,20,-30.583333,151.733333,29587.0,30010.0,Distribution of feeding habitats/resources - paper is based on foraging,"Guild, body weight, species specific, niche bredth","Excludes rare species, data is on foraging height",NA,1,NA,36,richness,observed,NA,NA,N,NA,NA,NA,NA,NA,0.05,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,equal - unknown,NA,NA,NA,1.0,forest site,NA
1,Ford_1986,"Ford, H. A., Noske, S., & Bridges, L. (1986). Foraging of birds in eucalypt woodland in north-eastern New South Wales. Emu, 86(3), 168-179.",NA,https://drive.google.com/file/d/1HDSgEqqcfZl8Xb4vcrDAddasEzZjOShZ/view?usp=sharing,2,2 - Data needs combination between Table I (for n) and Table V,Yes,NA,NA,"Abundance, Richness - 6 categories of height",NA,Birds,NA,Australia,Unlogged,Sampling combined across the year,Eucalyptus forest,900.0,20,-30.583333,151.733333,29587.0,30010.0,Distribution of feeding habitats/resources - paper is based on foraging,"Guild, body weight, species specific, niche bredth","Excludes rare species, data is on foraging height",NA,1,NA,34,richness,observed,NA,NA,N,NA,NA,NA,NA,NA,0.15,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,equal - unknown,NA,NA,NA,1.0,forest site,NA
1,Ford_1986,"Ford, H. A., Noske, S., & Bridges, L. (1986). Foraging of birds in eucalypt woodland in north-eastern New South Wales. Emu, 86(3), 168-179.",NA,https://drive.google.com/file/d/1HDSgEqqcfZl8Xb4vcrDAddasEzZjOShZ/view?usp=sharing,2,2 - Data needs combination between Table I (for n) and Table V,Yes,NA,NA,"Abundance, Richness - 6 categories of height",NA,Birds,NA,Australia,Unlogged,Sampling combined across the year,Eucalyptus forest,900.0,20,-30.583333,151.733333,29587.0,30010.0,Distribution of feeding habitats/resources - paper is based on foraging,"Guild, body weight, species specific, niche bredth","Excludes rare species, data is on foraging height",NA,1,NA,36,richness,observed,NA,NA,N,NA,NA,NA,NA,NA,0.3,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,equal - unknown,NA,NA,NA,1.0,forest site,NA
1,Ford_1986,"Ford, H. A., Noske, S., & Bridges, L. (1986). Foraging of birds in eucalypt woodland in north-eastern New South Wales. Emu, 86(3), 168-179.",NA,https://drive.google.com/file/d/1HDSgEqqcfZl8Xb4vcrDAddasEzZjOShZ/view?usp=sharing,2,2 - Data needs combination between Table I (for n) and Table V,Yes,NA,NA,"Abundance, Richness - 6 categories of height",NA,Birds,NA,Australia,Unlogged,Sampling combined across the year,Eucalyptus forest,900.0,20,-30.583333,151.733333,29587.0,30010.0,Distribution of feeding habitats/resources - paper is based on foraging,"Guild, body weight, species specific, niche bredth","Excludes rare species, data is on foraging height",NA,1,NA,35,richness,observed,NA,NA,N,NA,NA,NA,NA,NA,0.5,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,equal - unknown,NA,NA,NA,1.0,forest site,NA
1,Ford_1986,"Ford, H. A., Noske, S., & Bridges, L. (1986). Foraging of birds in eucalypt woodland in north-eastern New South Wales. Emu, 86(3), 168-179.",NA,https://drive.google.com/file/d/1HDSgEqqcfZl8Xb4vcrDAddasEzZjOShZ/view?usp=sharing,2,2 - Data needs combination between Table I (for n) and Table V,Yes,NA,NA,"Abundance, Richness - 6 categories of height",NA,Birds,NA,Australia,Unlogged,Sampling combined across the year,Eucalyptus forest,900.0,20,-30.583333,151.733333,29587.0,30010.0,Distribution of feeding habitats/resources - paper is based on foraging,"Guild, body weight, species specific, niche bredth","Excludes rare species, data is on foraging height",NA,1,NA,30,richness,observed,NA,NA,N,NA,NA,NA,NA,NA,0.75,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,equal - unknown,NA,NA,NA,1.0,forest site,NA
1,Ford_1986,"Ford, H. A., Noske, S., & Bridges, L. (1986). Foraging of birds in eucalypt woodland in north-eastern New South Wales. Emu, 86(3), 168-179.",NA,https://drive.google.com/file/d/1HDSgEqqcfZl8Xb4vcrDAddasEzZjOShZ/view?usp=sharing,2,2 - Data needs combination between Table I (for n) and Table V,Yes,NA,NA,"Abundance, Richness - 6 categories of height",NA,Birds,NA,Australia,Unlogged,Sampling combined across the year,Eucalyptus forest,900.0,20,-30.583333,151.733333,29587.0,30010.0,Distribution of feeding habitats/resources - paper is based on foraging,"Guild, body weight, species specific, niche bredth","Excludes rare species, data is on foraging height",NA,1,NA,1825,abundance,proxy - foraging,NA,NA,N,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,equal - unknown,NA,NA,NA,1.0,forest site,heavily weighted by a single hyperabundant species
1,Ford_1986,"Ford, H. A., Noske, S., & Bridges, L. (1986). Foraging of birds in eucalypt woodland in north-eastern New South Wales. Emu, 86(3), 168-179.",NA,https://drive.google.com/file/d/1HDSgEqqcfZl8Xb4vcrDAddasEzZjOShZ/view?usp=sharing,2,2 - Data needs combination between Table I (for n) and Table V,Yes,NA,NA,"Abundance, Richness - 6 categories of height",NA,Birds,NA,Australia,Unlogged,Sampling combined across the year,Eucalyptus forest,900.0,20,-30.583333,151.733333,29587.0,30010.0,Distribution of feeding habitats/resources - paper is based on foraging,"Guild, body weight, species specific, niche bredth","Excludes rare species, data is on foraging height",NA,1,NA,1250,abundance,proxy - foraging,NA,NA,N,NA,NA,NA,NA,NA,0.05,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,equal - unknown,NA,NA,NA,1.0,forest site,NA
1,Ford_1986,"Ford, H. A., Noske, S., & Bridges, L. (1986). Foraging of birds in eucalypt woodland in north-eastern New South Wales. Emu, 86(3), 168-179.",NA,https://drive.google.com/file/d/1HDSgEqqcfZl8Xb4vcrDAddasEzZjOShZ/view?usp=sharing,2,2 - Data needs combination between Table I (for n) and Table V,Yes,NA,NA,"Abundance, Richness - 6 categories of height",NA,Birds,NA,Australia,Unlogged,Sampling combined across the year,Eucalyptus forest,900.0,20,-30.583333,151.733333,29587.0,30010.0,Distribution of feeding habitats/resources - paper is based on foraging,"Guild, body weight, species specific, niche bredth","Excludes rare species, data is on foraging height",NA,1,NA,1139,abundance,proxy - foraging,NA,NA,N,NA,NA,NA,NA,NA,0.15,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,equal - unknown,NA,NA,NA,1.0,forest site,NA
1,Ford_1986,"Ford, H. A., Noske, S., & Bridges, L. (1986). Foraging of birds in eucalypt woodland in north-eastern New South Wales. Emu, 86(3), 168-179.",NA,https://drive.google.com/file/d/1HDSgEqqcfZl8Xb4vcrDAddasEzZjOShZ/view?usp=sharing,2,2 - Data needs combination between Table I (for n) and Table V,Yes,NA,NA,"Abundance, Richness - 6 categories of height",NA,Birds,NA,Australia,Unlogged,Sampling combined across the year,Eucalyptus forest,900.0,20,-30.583333,151.733333,29587.0,30010.0,Distribution of feeding habitats/resources - paper is based on foraging,"Guild, body weight, species specific, niche bredth","Excludes rare species, data is on foraging height",NA,1,NA,2063,abundance,proxy - foraging,NA,NA,N,NA,NA,NA,NA,NA,0.3,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,equal - unknown,NA,NA,NA,1.0,forest site,NA
1,Ford_1986,"Ford, H. A., Noske, S., & Bridges, L. (1986). Foraging of birds in eucalypt woodland in north-eastern New South Wales. Emu, 86(3), 168-179.",NA,https://drive.google.com/file/d/1HDSgEqqcfZl8Xb4vcrDAddasEzZjOShZ/view?usp=sharing,2,2 - Data needs combination between Table I (for n) and Table V,Yes,NA,NA,"Abundance, Richness - 6 categories of height",NA,Birds,NA,Australia,Unlogged,Sampling combined across the year,Eucalyptus forest,900.0,20,-30.583333,151.733333,29587.0,30010.0,Distribution of feeding habitats/resources - paper is based on foraging,"Guild, body weight, species specific, niche bredth","Excludes rare species, data is on foraging height",NA,1,NA,2731,abundance,proxy - foraging,NA,NA,N,NA,NA,NA,NA,NA,0.5,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,equal - unknown,NA,NA,NA,1.0,forest site,NA
1,Ford_1986,"Ford, H. A., Noske, S., & Bridges, L. (1986). Foraging of birds in eucalypt woodland in north-eastern New South Wales. Emu, 86(3), 168-179.",NA,https://drive.google.com/file/d/1HDSgEqqcfZl8Xb4vcrDAddasEzZjOShZ/view?usp=sharing,2,2 - Data needs combination between Table I (for n) and Table V,Yes,NA,NA,"Abundance, Richness - 6 categories of height",NA,Birds,NA,Australia,Unlogged,Sampling combined across the year,Eucalyptus forest,900.0,20,-30.583333,151.733333,29587.0,30010.0,Distribution of feeding habitats/resources - paper is based on foraging,"Guild, body weight, species specific, niche bredth","Excludes rare species, data is on foraging height",NA,1,NA,903,abundance,proxy - foraging,NA,NA,N,NA,NA,NA,NA,NA,0.75,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,equal - unknown,NA,NA,NA,1.0,forest site,NA
1,Lambert_2005,"Lambert, T. D., Malcolm, J. R., & Zimmerman, B. L. (2005). Variation in small mammal species richness by trap height and trap type in southeastern Amazonia. Journal of Mammalogy, 86(5), 982-990.",http://dx.doi.org/10.1644/1545-1542(2005)86[982:VISMSR]2.0.CO;2,https://drive.google.com/file/d/16CuPUtU-cua168qsmFf5NvirTOq5WP0r/view?usp=sharing,1,NA,Yes,25,1769,"Abundance, Richness - 3 categories of height",Traps,Small mammals/marsupials,NA,Brazil,Unlogged,Sampling combined across the year,Tropical rainforest,300.0,20,-7.770556,-51.961944,37408.0,37681.0,Food and structure,"Trap types , species specific data",NA,NA,1,NA,54,abundance,percent of captures by trap (standardized by effort),NA,NA,Y,NA,NA,NA,NA,NA,0,0.05,NA,ground,NA,NA,NA,NA,NA,NA,NA,7850.0,station nights (a station-night consisted of 1 Sherman and 1 Tomahawk live trap at 1 height per night),NA,NA,60.0,100m traplines (each with 5 trap stations (each statiojn had 2 traps at each height)),VERY GOOD STUDY
1,Lambert_2005,"Lambert, T. D., Malcolm, J. R., & Zimmerman, B. L. (2005). Variation in small mammal species richness by trap height and trap type in southeastern Amazonia. Journal of Mammalogy, 86(5), 982-990.",http://dx.doi.org/10.1644/1545-1542(2005)86[982:VISMSR]2.0.CO;2,https://drive.google.com/file/d/16CuPUtU-cua168qsmFf5NvirTOq5WP0r/view?usp=sharing,1,NA,Yes,25,1769,"Abundance, Richness - 3 categories of height",Traps,Small mammals/marsupials,NA,Brazil,Unlogged,Sampling combined across the year,Tropical rainforest,300.0,20,-7.770556,-51.961944,37408.0,37681.0,Food and structure,"Trap types , species specific data",NA,NA,1,NA,28,abundance,percent of captures by trap (standardized by effort),NA,NA,Y,NA,NA,NA,NA,NA,0.05,0.15,NA,understory,NA,NA,NA,NA,NA,NA,NA,7850.0,station nights (a station-night consisted of 1 Sherman and 1 Tomahawk live trap at 1 height per night),NA,NA,60.0,100m traplines (each with 5 trap stations (each statiojn had 2 traps at each height)),NA
1,Lambert_2005,"Lambert, T. D., Malcolm, J. R., & Zimmerman, B. L. (2005). Variation in small mammal species richness by trap height and trap type in southeastern Amazonia. Journal of Mammalogy, 86(5), 982-990.",http://dx.doi.org/10.1644/1545-1542(2005)86[982:VISMSR]2.0.CO;2,https://drive.google.com/file/d/16CuPUtU-cua168qsmFf5NvirTOq5WP0r/view?usp=sharing,1,NA,Yes,25,1769,"Abundance, Richness - 3 categories of height",Traps,Small mammals/marsupials,NA,Brazil,Unlogged,Sampling combined across the year,Tropical rainforest,300.0,20,-7.770556,-51.961944,37408.0,37681.0,Food and structure,"Trap types , species specific data",NA,NA,1,NA,18,abundance,percent of captures by trap (standardized by effort),NA,NA,Y,NA,NA,NA,NA,NA,0.25,0.85,NA,canopy,NA,NA,NA,NA,NA,NA,NA,3490.0,station nights (a station-night consisted of 1 Sherman and 1 Tomahawk live trap at 1 height per night),NA,NA,60.0,100m traplines (each with 5 trap stations (each statiojn had 2 traps at each height)),NA
1,Lambert_2005,"Lambert, T. D., Malcolm, J. R., & Zimmerman, B. L. (2005). Variation in small mammal species richness by trap height and trap type in southeastern Amazonia. Journal of Mammalogy, 86(5), 982-990.",http://dx.doi.org/10.1644/1545-1542(2005)86[982:VISMSR]2.0.CO;2,https://drive.google.com/file/d/16CuPUtU-cua168qsmFf5NvirTOq5WP0r/view?usp=sharing,1,NA,Yes,25,1769,"Abundance, Richness - 3 categories of height",Traps,Small mammals/marsupials,NA,Brazil,Unlogged,Sampling combined across the year,Tropical rainforest,300.0,20,-7.770556,-51.961944,37408.0,37681.0,Food and structure,"Trap types , species specific data",NA,NA,1,NA,9,richness,estimated,NA,NA,Y,NA,NA,NA,NA,NA,0,0.05,NA,ground,NA,NA,NA,NA,NA,NA,NA,7850.0,station nights (a station-night consisted of 1 Sherman and 1 Tomahawk live trap at 1 height per night),NA,NA,60.0,100m traplines (each with 5 trap stations (each statiojn had 2 traps at each height)),NA
1,Lambert_2005,"Lambert, T. D., Malcolm, J. R., & Zimmerman, B. L. (2005). Variation in small mammal species richness by trap height and trap type in southeastern Amazonia. Journal of Mammalogy, 86(5), 982-990.",http://dx.doi.org/10.1644/1545-1542(2005)86[982:VISMSR]2.0.CO;2,https://drive.google.com/file/d/16CuPUtU-cua168qsmFf5NvirTOq5WP0r/view?usp=sharing,1,NA,Yes,25,1769,"Abundance, Richness - 3 categories of height",Traps,Small mammals/marsupials,NA,Brazil,Unlogged,Sampling combined across the year,Tropical rainforest,300.0,20,-7.770556,-51.961944,37408.0,37681.0,Food and structure,"Trap types , species specific data",NA,NA,1,NA,15,richness,estimated,NA,NA,Y,NA,NA,NA,NA,NA,0.05,0.15,NA,understory,NA,NA,NA,NA,NA,NA,NA,7850.0,station nights (a station-night consisted of 1 Sherman and 1 Tomahawk live trap at 1 height per night),NA,NA,60.0,100m traplines (each with 5 trap stations (each statiojn had 2 traps at each height)),NA
1,Lambert_2005,"Lambert, T. D., Malcolm, J. R., & Zimmerman, B. L. (2005). Variation in small mammal species richness by trap height and trap type in southeastern Amazonia. Journal of Mammalogy, 86(5), 982-990.",http://dx.doi.org/10.1644/1545-1542(2005)86[982:VISMSR]2.0.CO;2,https://drive.google.com/file/d/16CuPUtU-cua168qsmFf5NvirTOq5WP0r/view?usp=sharing,1,NA,Yes,25,1769,"Abundance, Richness - 3 categories of height",Traps,Small mammals/marsupials,NA,Brazil,Unlogged,Sampling combined across the year,Tropical rainforest,300.0,20,-7.770556,-51.961944,37408.0,37681.0,Food and structure,"Trap types , species specific data",NA,NA,1,NA,22,richness,estimated,NA,NA,Y,NA,NA,NA,NA,NA,0.25,0.85,NA,canopy,NA,NA,NA,NA,NA,NA,NA,3490.0,station nights (a station-night consisted of 1 Sherman and 1 Tomahawk live trap at 1 height per night),NA,NA,60.0,100m traplines (each with 5 trap stations (each statiojn had 2 traps at each height)),NA
6,Orians_1969,"Orians, G. H. (1969). The number of bird species in some tropical forests. Ecology, 50(5), 783-801.",NA,https://drive.google.com/file/d/1oz2cl6SedVbe2eI92zIdrkOCp68jaeEG/view?usp=sharing,1,NA,Yes,26,NA,Richness - 5 categories of height,Human observation,Birds,NA,Costa Rica,Unlogged,Wet,Montane rainforest,1950.0,20,10.145548,-84.091737,24898.0,24990.0,Forest structure,"Foliage density, forest structure",Barba,NA,1,NA,7,richness,observed,NA,NA,N,NA,NA,NA,NA,NA,0,0,NA,ground,NA,NA,NA,NA,NA,NA,NA,28.5,hours of observation,NA,NA,1.0,forest site,study doesnt have even strata...
6,Orians_1969,"Orians, G. H. (1969). The number of bird species in some tropical forests. Ecology, 50(5), 783-801.",NA,https://drive.google.com/file/d/1oz2cl6SedVbe2eI92zIdrkOCp68jaeEG/view?usp=sharing,1,NA,Yes,26,NA,Richness - 5 categories of height,Human observation,Birds,NA,Costa Rica,Unlogged,Wet,Montane rainforest,1950.0,20,10.145548,-84.091737,24898.0,24990.0,Forest structure,"Foliage density, forest structure",Barba,NA,1,NA,6,richness,observed,NA,NA,N,NA,NA,NA,NA,NA,0,0.09,NA,low shrubbery,NA,NA,NA,NA,NA,NA,NA,28.5,hours of observation,NA,NA,1.0,forest site,NA
6,Orians_1969,"Orians, G. H. (1969). The number of bird species in some tropical forests. Ecology, 50(5), 783-801.",NA,https://drive.google.com/file/d/1oz2cl6SedVbe2eI92zIdrkOCp68jaeEG/view?usp=sharing,1,NA,Yes,26,NA,Richness - 5 categories of height,Human observation,Birds,NA,Costa Rica,Unlogged,Wet,Montane rainforest,1950.0,20,10.145548,-84.091737,24898.0,24990.0,Forest structure,"Foliage density, forest structure",Barba,NA,1,NA,20,richness,observed,NA,NA,N,NA,NA,NA,NA,NA,0.09,0.22999999999999998,NA,high shrubbery,NA,NA,NA,NA,NA,NA,NA,28.5,hours of observation,NA,NA,1.0,forest site,NA
6,Orians_1969,"Orians, G. H. (1969). The number of bird species in some tropical forests. Ecology, 50(5), 783-801.",NA,https://drive.google.com/file/d/1oz2cl6SedVbe2eI92zIdrkOCp68jaeEG/view?usp=sharing,1,NA,Yes,26,NA,Richness - 5 categories of height,Human observation,Birds,NA,Costa Rica,Unlogged,Wet,Montane rainforest,1950.0,20,10.145548,-84.091737,24898.0,24990.0,Forest structure,"Foliage density, forest structure",Barba,NA,1,NA,7,richness,observed,NA,NA,N,NA,NA,NA,NA,NA,0.22999999999999998,0.6,NA,understory trees,NA,NA,NA,NA,NA,NA,NA,28.5,hours of observation,NA,NA,1.0,forest site,NA
6,Orians_1969,"Orians, G. H. (1969). The number of bird species in some tropical forests. Ecology, 50(5), 783-801.",NA,https://drive.google.com/file/d/1oz2cl6SedVbe2eI92zIdrkOCp68jaeEG/view?usp=sharing,1,NA,Yes,26,NA,Richness - 5 categories of height,Human observation,Birds,NA,Costa Rica,Unlogged,Wet,Montane rainforest,1950.0,20,10.145548,-84.091737,24898.0,24990.0,Forest structure,"Foliage density, forest structure",Barba,NA,1,NA,23,richness,observed,NA,NA,N,NA,NA,NA,NA,NA,0.6,1.75,NA,canopy trees,NA,NA,NA,NA,NA,NA,NA,28.5,hours of observation,NA,NA,1.0,forest site,NA
6,Orians_1969,"Orians, G. H. (1969). The number of bird species in some tropical forests. Ecology, 50(5), 783-801.",NA,https://drive.google.com/file/d/1oz2cl6SedVbe2eI92zIdrkOCp68jaeEG/view?usp=sharing,1,NA,Yes,26,NA,Richness - 5 categories of height,Human observation,Birds,NA,Costa Rica,Unlogged,Wet,Montane rainforest,1950.0,20,10.145548,-84.091737,24898.0,24990.0,Forest structure,"Foliage density, forest structure",Barba,NA,2,NA,7,richness,observed,NA,NA,N,NA,NA,NA,NA,NA,0,0,NA,ground,NA,NA,NA,NA,NA,NA,NA,28.3,hours of observation,NA,NA,1.0,forest site,NA
6,Orians_1969,"Orians, G. H. (1969). The number of bird species in some tropical forests. Ecology, 50(5), 783-801.",NA,https://drive.google.com/file/d/1oz2cl6SedVbe2eI92zIdrkOCp68jaeEG/view?usp=sharing,1,NA,Yes,26,NA,Richness - 5 categories of height,Human observation,Birds,NA,Costa Rica,Unlogged,Wet,Montane rainforest,1950.0,20,10.145548,-84.091737,24898.0,24990.0,Forest structure,"Foliage density, forest structure",Barba,NA,2,NA,6,richness,observed,NA,NA,N,NA,NA,NA,NA,NA,0,0.09,NA,low shrubbery,NA,NA,NA,NA,NA,NA,NA,28.3,hours of observation,NA,NA,1.0,forest site,NA
6,Orians_1969,"Orians, G. H. (1969). The number of bird species in some tropical forests. Ecology, 50(5), 783-801.",NA,https://drive.google.com/file/d/1oz2cl6SedVbe2eI92zIdrkOCp68jaeEG/view?usp=sharing,1,NA,Yes,26,NA,Richness - 5 categories of height,Human observation,Birds,NA,Costa Rica,Unlogged,Wet,Montane rainforest,1950.0,20,10.145548,-84.091737,24898.0,24990.0,Forest structure,"Foliage density, forest structure",Barba,NA,2,NA,15,richness,observed,NA,NA,N,NA,NA,NA,NA,NA,0.09,0.22999999999999998,NA,high shrubbery,NA,NA,NA,NA,NA,NA,NA,28.3,hours of observation,NA,NA,1.0,forest site,NA
6,Orians_1969,"Orians, G. H. (1969). The number of bird species in some tropical forests. Ecology, 50(5), 783-801.",NA,https://drive.google.com/file/d/1oz2cl6SedVbe2eI92zIdrkOCp68jaeEG/view?usp=sharing,1,NA,Yes,26,NA,Richness - 5 categories of height,Human observation,Birds,NA,Costa Rica,Unlogged,Wet,Montane rainforest,1950.0,20,10.145548,-84.091737,24898.0,24990.0,Forest structure,"Foliage density, forest structure",Barba,NA,2,NA,7,richness,observed,NA,NA,N,NA,NA,NA,NA,NA,0.22999999999999998,0.6,NA,understory trees,NA,NA,NA,NA,NA,NA,NA,28.3,hours of observation,NA,NA,1.0,forest site,NA
6,Orians_1969,"Orians, G. H. (1969). The number of bird species in some tropical forests. Ecology, 50(5), 783-801.",NA,https://drive.google.com/file/d/1oz2cl6SedVbe2eI92zIdrkOCp68jaeEG/view?usp=sharing,1,NA,Yes,26,NA,Richness - 5 categories of height,Human observation,Birds,NA,Costa Rica,Unlogged,Wet,Montane rainforest,1950.0,20,10.145548,-84.091737,24898.0,24990.0,Forest structure,"Foliage density, forest structure",Barba,NA,2,NA,17,richness,observed,NA,NA,N,NA,NA,NA,NA,NA,0.6,2,NA,canopy trees,NA,NA,NA,NA,NA,NA,NA,28.3,hours of observation,NA,NA,1.0,forest site,NA
6,Orians_1969,"Orians, G. H. (1969). The number of bird species in some tropical forests. Ecology, 50(5), 783-801.",NA,https://drive.google.com/file/d/1oz2cl6SedVbe2eI92zIdrkOCp68jaeEG/view?usp=sharing,1,NA,Yes,26,NA,Richness - 5 categories of height,Human observation,Birds,NA,Costa Rica,Unlogged,Wet,Montane rainforest,1950.0,20,10.145548,-84.091737,24898.0,24990.0,Forest structure,"Foliage density, forest structure",Barba,NA,3,NA,7,richness,observed,NA,NA,N,NA,NA,NA,NA,NA,0,0,NA,ground,NA,NA,NA,NA,NA,NA,NA,19.3,hours of observation,NA,NA,1.0,forest site,NA
6,Orians_1969,"Orians, G. H. (1969). The number of bird species in some tropical forests. Ecology, 50(5), 783-801.",NA,https://drive.google.com/file/d/1oz2cl6SedVbe2eI92zIdrkOCp68jaeEG/view?usp=sharing,1,NA,Yes,26,NA,Richness - 5 categories of height,Human observation,Birds,NA,Costa Rica,Unlogged,Wet,Montane rainforest,1950.0,20,10.145548,-84.091737,24898.0,24990.0,Forest structure,"Foliage density, forest structure",Barba,NA,3,NA,10,richness,observed,NA,NA,N,NA,NA,NA,NA,NA,0,0.09,NA,low shrubbery,NA,NA,NA,NA,NA,NA,NA,19.3,hours of observation,NA,NA,1.0,forest site,NA
6,Orians_1969,"Orians, G. H. (1969). The number of bird species in some tropical forests. Ecology, 50(5), 783-801.",NA,https://drive.google.com/file/d/1oz2cl6SedVbe2eI92zIdrkOCp68jaeEG/view?usp=sharing,1,NA,Yes,26,NA,Richness - 5 categories of height,Human observation,Birds,NA,Costa Rica,Unlogged,Wet,Montane rainforest,1950.0,20,10.145548,-84.091737,24898.0,24990.0,Forest structure,"Foliage density, forest structure",Barba,NA,3,NA,11,richness,observed,NA,NA,N,NA,NA,NA,NA,NA,0.09,0.22999999999999998,NA,high shrubbery,NA,NA,NA,NA,NA,NA,NA,19.3,hours of observation,NA,NA,1.0,forest site,NA
6,Orians_1969,"Orians, G. H. (1969). The number of bird species in some tropical forests. Ecology, 50(5), 783-801.",NA,https://drive.google.com/file/d/1oz2cl6SedVbe2eI92zIdrkOCp68jaeEG/view?usp=sharing,1,NA,Yes,26,NA,Richness - 5 categories of height,Human observation,Birds,NA,Costa Rica,Unlogged,Wet,Montane rainforest,1950.0,20,10.145548,-84.091737,24898.0,24990.0,Forest structure,"Foliage density, forest structure",Barba,NA,3,NA,6,richness,observed,NA,NA,N,NA,NA,NA,NA,NA,0.22999999999999998,0.6,NA,understory trees,NA,NA,NA,NA,NA,NA,NA,19.3,hours of observation,NA,NA,1.0,forest site,NA
